Unnamed: 0,brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description
75721,ford,Ford Kuga,black,05/2023,2023,38490,140,190,Automatic,Hybrid,"5,4 l/100 km",124 g/km,100.0,ST-Line Hybrid Adapt.LED+Head-Up-Display Klima
80184,hyundai,Hyundai i10,black,09/2018,2018,11555,49,67,Manual,Petrol,"4,6 l/100 km",106 g/km,27782.0,"blue Trend,Viele Extras,Top-Zustand"
19864,audi,Audi Q4 e-tron,grey,05/2021,2021,48886,125,170,Automatic,Electric,,0 g/km,4247.0,35 e-tron S line/Matrix/Pano/ACC/SONOS/LM 21
76699,honda,Honda CR-V,red,07/2018,2018,24490,114,155,Automatic,Petrol,"7,5 l/100 km",175 g/km,57000.0,2.0 Lifestyle Plus Automatik Navi FAP
92991,kia,Kia Sportage,black,02/2023,2023,34990,110,150,Manual,Petrol,"5,9 l/100 km",150 g/km,7500.0,"1.6 T 48V 2WD Spirit LED, WR"
76434,honda,Honda Civic,black,09/2009,2009,5800,103,140,Manual,Petrol,"6,7 l/100 km",155 g/km,160000.0,Honda Civic 1.8i-VTEC Sport GT
84004,hyundai,Hyundai STARIA,white,01/2023,2023,56390,130,177,Automatic,Diesel,"8,9 l/100 km",232 g/km,499.0,2.2 CRDi 9-Sitzer Auto. 4WD *PANORAMA*AHK
80917,hyundai,Hyundai KONA,red,05/2019,2019,18690,88,120,Manual,Petrol,"5,4 l/100 km",125 g/km,64300.0,blue 1.2 Trend Klima Sitzheizung PDC Alu
60767,ford,Ford Fiesta,white,09/2012,2012,5300,60,82,Manual,Petrol,"5,6 l/100 km",129 g/km,105000.0,1.25 Champions Edition
50074,dacia,Dacia Sandero,grey,10/2022,2022,17900,67,91,Manual,Petrol,5 l/100 km,113 g/km,50.0,Stepway TCe 90 Comfort
27701,bmw,BMW 520,black,07/2009,2009,6800,120,163,Automatic,Diesel,"5,6 l/100 km",- (g/km),262000.0,520d Aut. Edition Fleet
42141,bmw,BMW X5,blue,07/2022,2022,87800,290,394,Automatic,Hybrid,,99 km Reichweite,21674.0,xDrive45e M Sport h&k AHK Pano Laser ACC PA
45080,citroen,Citroen Spacetourer,black,10/2018,2018,31900,130,177,Automatic,Diesel,"5,9 l/100 km",- (g/km),112000.0,Bus. Loung XL*Leder*Stdheiz*Headup Display*AHK
16638,audi,Audi A5,blue,05/2019,2019,26450,110,150,Automatic,Diesel,"4,6 l/100 km",119 g/km,133000.0,S-Line 35 TDI*Aut.*Nav*LED*Cam*Keyles
20424,audi,Audi A3,white,05/2021,2021,28888,110,150,Automatic,Hybrid,,59 km Reichweite,62819.0,Sportback 40 TFSI e S tronic S-Line*Matrix*Navi+*
88702,kia,Kia,white,11/2016,2016,17950,150,204,Manual,Petrol,"7,4 l/100 km",170 g/km,47380.0,1.6 T-GDI GT-Track Panorama Navi RFK
149,alfa-romeo,Alfa Romeo 147,red,08/2005,2005,2999,77,105,Manual,Petrol,"8,2 l/100 km",196 g/km,171000.0,1.6 16V TS ECO Impression
1761,audi,Audi A4,silver,09/1999,1999,3000,142,193,Manual,Petrol,"9,4 l/100 km",226 g/km,449000.0,Avant 2.8
63120,ford,Ford Focus,black,07/2015,2015,10000,88,120,Manual,Diesel,"3,8 l/100 km",- (g/km),155000.0,Turnier 1.5 TDCi DPF Start-Stopp-System Titanium
69161,ford,Ford EcoSport,grey,06/2019,2019,14950,74,101,Manual,Petrol,"5,3 l/100 km",120 g/km,59710.0,ECOSPORT 1.0 EcoBoost COOL&CONNECT
64883,ford,Ford Transit,white,11/2016,2016,17500,92,125,Manual,Diesel,"7,5 l/100 km",199 g/km,118000.0,L3 Einzelkabine Pritsche/Plane*Kamera*Klima*AHK
2495,audi,Audi A6,silver,10/2004,2004,2999,120,163,Automatic,Diesel,"6,9 l/100 km",- (g/km),340000.0,Avant 2.5 TDI
80296,hyundai,Hyundai IONIQ,white,04/2018,2018,19979,88,120,Automatic,Electric,,280 km Reichweite,59000.0,"IONIQ Elektro Style aus 1. Hdf. , 8 Räder, WP"
19447,audi,Audi Q5,silver,01/2020,2020,30980,120,163,Automatic,Diesel,"7,2 l/100 km",189 g/km,97200.0,35 TDI quattro Sport S-tronic Xenon PDC Klima
41331,bmw,BMW X5,blue,07/2021,2021,68990,245,333,Automatic,Petrol,"8,4 l/100 km",192 g/km,19788.0,xDrive40i M Sport 20'' H/K Pano StHzg AHK Laser SC
14888,audi,Audi A4,brown,01/2018,2018,16980,140,190,Automatic,Diesel,"4,7 l/100 km",123 g/km,175049.0,"Avant quattro Sport NAVI/LEDER/17""/AHK"
88636,kia,Kia Sportage,black,02/2016,2016,19975,130,177,Automatic,Petrol,"7,5 l/100 km",175 g/km,65270.0,GT Line 4WD 1.6 T-GDI Keyless Go Klimaautomatik Bi
94892,land-rover,Land Rover Range Rover Sport,black,01/2018,2018,45850,190,258,Automatic,Diesel,"6,9 l/100 km",183 g/km,175000.0,HSE  Kamera Pano AHK Schwarz!
92731,kia,Kia XCeed,green,03/2023,2023,32950,118,160,Automatic,Petrol,"6,1 l/100 km",139 g/km,500.0,1.5T Aut. Platinum Navi+Leder+Glasdach
29130,bmw,BMW X1,grey,10/2011,2011,13000,105,143,Automatic,Diesel,"5,9 l/100 km",155 g/km,87645.0,d/M-PAKET/KEYLESS/MASSAGE/R-CAM/ACC/HUD/3xTV
79022,hyundai,Hyundai TUCSON,white,02/2016,2016,16900,85,116,Manual,Diesel,"4,6 l/100 km",122 g/km,128000.0,Blue Classic 2WD GARANTIE Alu Allwetterreifen LED
84936,jaguar,Jaguar F-Pace,grey,11/2019,2019,43950,221,300,Automatic,Diesel,"6,3 l/100 km",166 g/km,57950.0,R-Sport AWD
16821,audi,Audi A6,brown,06/2019,2019,31970,150,204,Automatic,Diesel,"4,9 l/100 km",129 g/km,82850.0,Avant 40 TDI design AHK LED MMI Kamera GRA
36733,bmw,BMW 730,black,04/2017,2017,44900,195,265,Automatic,Diesel,"4,8 l/100 km",127 g/km,146000.0,d xDrive/ Voll Austattung/ Long/Allradlenkung
15602,audi,Audi A3,black,11/2018,2018,14880,85,116,Manual,Petrol,"4,8 l/100 km",117 g/km,115000.0,Sportback sport-Xenon-Navi-PDC-Tempomat
28533,bmw,BMW 118,black,01/2010,2010,22650,105,143,Manual,Diesel,"4,5 l/100 km",119 g/km,194999.0,118d DPF Edition Sport
69769,ford,Ford EcoSport,red,02/2019,2019,18990,92,125,Automatic,Petrol,"6,2 l/100 km",165 g/km,39987.0,1.0 EcoBoost Aut. SHZ AppConnect 1.Hand
11405,audi,Audi A5,blue,06/2016,2016,26500,169,230,Automatic,Petrol,"6,6 l/100 km",153 g/km,74688.0,2.0 TFSI Sportback quattro S tronic
96852,land-rover,Land Rover Range Rover Evoque,grey,06/2023,2023,63900,147,200,Automatic,Petrol,"9,3 l/100 km",211 g/km,1500.0,"2.0 Benzin P200 R-Dynamic SE,"
16130,audi,Audi A1,silver,05/2018,2018,13991,66,90,Manual,Diesel,"4,1 l/100 km",107 g/km,98250.0,1.4 TDI sport Paket all-you-need/Navi
19792,audi,Audi Q5,blue,04/2021,2021,56940,195,265,Automatic,Petrol,"8,3 l/100 km",192 g/km,27350.0,line 45 TFSI quattro S tronic AHK HeadUP ACC virt.
89577,kia,Kia Optima,black,07/2018,2018,21990,104,141,Manual,Diesel,"4,4 l/100 km",113 g/km,47300.0,1.7 CRDi Sportswagon 6.Gang*Leder*Navi*
40163,bmw,BMW 550,blue,05/2020,2020,59850,390,530,Automatic,Petrol,"9,9 l/100 km",224 g/km,67136.0,M550i xDrive Limousine Head-Up HK HiFi WLAN AHK
31776,bmw,BMW 114,white,07/2013,2013,8400,70,95,Manual,Diesel,"4,3 l/100 km",114 g/km,179400.0,d Lim. *1.Hand*Euro 5*PDC*Tempomat*
25330,bmw,BMW 118,black,06/2005,2005,4500,85,116,Manual,Petrol,"6,6 l/100 km",176 g/km,240000.0,"i Limousine 2 Hand, Klima, Sportlederlenkrad!!"
79156,hyundai,Hyundai i10,blue,09/2017,2017,12791,64,87,Automatic,Petrol,"4,9 l/100 km",114 g/km,36000.0,1.2 YES!*PDC-SHZ*
51685,dodge,Dodge RAM,black,05/2020,2020,44590,295,401,Automatic,Petrol,,- (g/km),30200.0,5.7l V8 4x4 / AHK / Kamera / SZH / Leder
75498,ford,Ford S-Max,black,06/2023,2023,41950,140,190,Automatic,Hybrid,"6,4 l/100 km",145 g/km,10.0,ST-Line 2.5 Full-Hybrid *LED*NAVI*CAM
4727,audi,Audi A8,grey,07/2010,2010,17990,258,351,Automatic,Diesel,"7,6 l/100 km",201 g/km,219374.0,4.2 TDI quattro LUFT 4xMASSAGE TOP
85198,jaguar,Jaguar F-Pace,white,05/2019,2019,42880,221,300,Automatic,Diesel,"6,3 l/100 km",166 g/km,38600.0,30d AWD Prestige | ACC | DAB
35795,bmw,BMW M2,blue,10/2017,2017,41450,272,370,Automatic,Petrol,"7,9 l/100 km",185 g/km,79000.0,Basis Coupe
12256,audi,Audi Q3,black,02/2016,2016,23980,110,150,Manual,Petrol,"5,8 l/100 km",134 g/km,66032.0,Sport S Line NAVI LED KLIMA LEDER PDC AHK
35718,bmw,BMW 218,white,03/2016,2016,21900,110,150,Manual,Diesel,"4,6 l/100 km",- (g/km),100250.0,Cabrio M Sport
70551,ford,Ford Focus,white,04/2019,2019,17884,110,150,Automatic,Diesel,"4,4 l/100 km",116 g/km,69000.0,Turnier 2.0 EcoBlue Start-Stopp-System Aut.
54374,fiat,Fiat 124 Spider,black,12/2018,2018,20990,103,140,Manual,Petrol,"6,4 l/100 km",148 g/km,56000.0,Lusso 1.4 Turbo / Bluetooth / Leder / Sitzheiz / K
39691,bmw,BMW 225,silver,04/2019,2019,34195,100,136,Automatic,Hybrid,2 l/100 km,57 g/km,23000.0,xe iPerformance Active Tourer M Sport
93702,lamborghini,Lamborghini Huracan,red,08/2018,2018,334900,471,640,Automatic,Petrol,"12,3 l/100 km",285 g/km,13819.0,Performante Spyder LP 640-4
73691,ford,Ford Kuga,white,03/2021,2021,47333,110,150,Manual,Petrol,"5,5 l/100 km",125 g/km,68570.0,"ST-Line X Kamera, ACC, Wipa..."
98070,mazda,Mazda CX-7,silver,11/2011,2011,13490,127,173,Manual,Diesel,"7,5 l/100 km",199 g/km,185000.0,Exclusive-Line*Kamera*Allwetter*Soundsystem
575,alfa-romeo,Alfa Romeo Stelvio,blue,08/2017,2017,26540,154,209,Automatic,Diesel,"4,8 l/100 km",127 g/km,85500.0,2.2 Super Q4 XEN NAVI CAM LEDER LE SHZ
84610,jaguar,Jaguar F-Pace,black,10/2017,2017,31880,177,241,Automatic,Diesel,"5,8 l/100 km",153 g/km,108600.0,F-PACE 25d AWD Prestige+AHK+Kamera+4xSH+Leder eFH.
61769,ford,Ford C-Max,brown,02/2014,2014,8990,92,125,Manual,Petrol,"5,2 l/100 km",123 g/km,81090.0,1.0 EcoBoost Trend+SHZ+Alu+AHK+1. Hd
32260,bmw,BMW 550,grey,03/2014,2014,30990,280,381,Automatic,Diesel,"6,2 l/100 km",- (g/km),179200.0,M550d xDrive Sport-Aut. HuD H&R 480ps Stage 1
82199,hyundai,Hyundai KONA,black,04/2021,2021,25490,100,136,Automatic,Electric,,0 g/km,9779.0,KONA Elektro 39 kWh Select inkl. Winterkomplett
36290,bmw,BMW 430,grey,09/2017,2017,32980,185,252,Automatic,Petrol,"6,7 l/100 km",156 g/km,58400.0,430i Cabrio xDrive Aut. Sport Line
78449,hyundai,Hyundai i40,silver,09/2015,2015,12500,99,135,Manual,Petrol,"6,4 l/100 km",149 g/km,63914.0,i40cw 1.6 Fifa World Cup Edition
60055,ford,Ford Kuga,black,01/2011,2011,8990,103,140,Automatic,Diesel,6 l/100 km,159 g/km,167347.0,2.0 TDCI 4X4 Aut. Titanium *1.HAND*LEDER*
45948,citroen,Citroen C5 Aircross,grey,09/2020,2020,27790,132,179,Automatic,Diesel,"4,7 l/100 km",123 g/km,33000.0,Blue HDI 180 EAT 8 Feel Pack KAMERA
28177,bmw,BMW 525,grey,06/2010,2010,13500,150,204,Automatic,Diesel,"6,1 l/100 km",160 g/km,178450.0,d Lim. (F10)
84463,isuzu,Isuzu D-Max,grey,05/2023,2023,44999,120,163,Automatic,Diesel,"7,4 l/100 km",195 g/km,2000.0,1.9 Space Cab 4x4 LS AT AHK
578,alfa-romeo,Alfa Romeo Giulietta,blue,08/2017,2017,21499,177,241,Automatic,Petrol,"6,8 l/100 km",157 g/km,41992.0,Veloce / Bi-Xenon/ Uconnect Nav./ Bose
30959,bmw,BMW 520,blue,03/2013,2013,15500,135,184,Automatic,Diesel,"4,7 l/100 km",- (g/km),199000.0,520d Aut.
64290,ford,Ford C-Max,black,03/2016,2016,10730,92,125,Manual,Petrol,"5,1 l/100 km",117 g/km,115817.0,1.0 EcoBoost Business Edition*NAVI*TEMPO
14531,audi,Audi A4,blue,06/2018,2018,27890,140,190,Automatic,Petrol,"6,1 l/100 km",139 g/km,63850.0,Avant Sport S Line S-tr.*1.HD *Virtual *Navi
17933,audi,Audi A3,silver,03/2019,2019,22940,110,150,Manual,Petrol,"5,5 l/100 km",124 g/km,30589.0,Sportback 30 TFSI Navi SHZ AAC Bi-Xenon PDC
33608,bmw,BMW X3,black,10/2015,2015,18700,135,184,Manual,Petrol,"7,4 l/100 km",175 g/km,44500.0,Baureihe X3 xDrive20i
49959,dacia,Dacia Duster,blue,01/2022,2022,22770,110,150,Manual,Petrol,"6,1 l/100 km",139 g/km,20290.0,Prestige TCe150 4WD CARPLAY LED NAV KAMERA
66598,ford,Ford EcoSport,white,11/2017,2017,12999,92,125,Manual,Petrol,"5,4 l/100 km",125 g/km,46800.0,Trend 1.0  PDC  Alu Klimaautomatik uvm....
99089,mazda,Mazda CX-5,grey,11/2018,2018,24790,121,165,Manual,Petrol,6 l/100 km,139 g/km,50789.0,Sports-Line Allrad Leder Navi Head-up LED
34451,bmw,BMW i3,blue,09/2016,2016,21300,125,170,Automatic,Electric,,0 g/km,72300.0,(94 Ah) mit Harman Kardon
34080,bmw,BMW X6,white,01/2015,2015,39999,280,381,Automatic,Diesel,"7,8 l/100 km",206 g/km,180787.0,d M50d23 zoll  Allrad Sportpaket HUD AHK-klappbar
63587,ford,Ford F 150,blue,06/2016,2016,44990,287,390,Automatic,Petrol,,- (g/km),107125.0,5.0 Platinum Facelift LED 360° Pano Voll
4293,audi,Audi A4,black,11/2009,2009,12990,155,211,Manual,Petrol,"6,6 l/100 km",156 g/km,107068.0,Avant Ambition AHK Xenon Navi PDC S Line MFL
69102,ford,Ford Kuga,grey,05/2019,2019,19890,110,150,Manual,Diesel,"7,5 l/100 km",195 g/km,56500.0,2.0 TDCi 2x4 Cool & Connect
86411,jeep,Jeep Compass,grey,06/2019,2019,22288,103,140,Manual,Petrol,"6,8 l/100 km",155 g/km,50500.0,1.4 MultiAir Limited Nav Uconn PDC SHZ
99476,mazda,Mazda CX-3,white,12/2018,2018,17590,88,120,Automatic,Petrol,"5,8 l/100 km",136 g/km,87800.0,SKYACTIV-G 120 FWD SKYACTIV-Drive 88kW (120 PS) AT
53929,fiat,Fiat 500C,grey,10/2017,2017,12799,51,69,Manual,Petrol,"4,9 l/100 km",115 g/km,47500.0,1.6 MultiJet DCT Easy *AHK * Navi * Klimaautom.*
87070,jeep,Jeep Compass,red,06/2022,2022,37980,132,179,Automatic,Hybrid,0 kWh/100 km,- (g/km),20456.0,S 1.3 Plug-in-Hybrid 4xe
65083,ford,Ford Edge,blue,01/2017,2017,15999,132,179,Manual,Diesel,"5,8 l/100 km",154 g/km,189537.0,Titanium 4x4/Leder/Navi/DAB/AHK/LED
30712,bmw,BMW X3,silver,10/2012,2012,12290,190,258,Automatic,Diesel,6 l/100 km,159 g/km,284858.0,30d 8G-AUT.HEADUP*NAVI-PROF*XENON*M-SPORTSITZE*SHZ
49182,dacia,Dacia Logan,blue,06/2019,2019,13950,70,95,Manual,Diesel,"3,9 l/100 km",103 g/km,78300.0,MCV II Kombi Stepway
57234,fiat,Fiat Tipo,black,03/2023,2023,22899,95,129,Manual,Diesel,"4,8 l/100 km",127 g/km,10.0,1.6 SW MY23*Apple&Android Carplay*Tempomat*
15663,audi,Audi SQ5,black,08/2018,2018,178000,260,354,Automatic,Petrol,"8,3 l/100 km",- (g/km),18500.0,3.0 TFSI quattro/HUD/B&O/360°/Luftfed./Distr
19966,audi,Audi RS Q8,green,04/2021,2021,139980,441,600,Automatic,Petrol,"12,1 l/100 km",276 g/km,53617.0,Dynamikpaket+*Pano*Keramik*Carbon*AHK*
91912,kia,Kia XCeed,grey,10/2022,2022,31490,118,160,Automatic,Petrol,"6,1 l/100 km",139 g/km,50.0,XCEED 1.5 T-GDI BLACK XDITION *EXCLUSIVE-PAKET*...
91957,kia,Kia Niro,grey,12/2022,2022,46950,150,204,Automatic,Electric,,0 g/km,100.0,"EV 204 64,8 KW SPIRIT *LED* NAVI* WP*"
81346,hyundai,Hyundai TUCSON,white,07/2019,2019,23500,100,136,Automatic,Diesel,"4,9 l/100 km",129 g/km,87300.0,Premium 2WD Automatik LED Navi 1.Hand
55325,fiat,Fiat 500,green,07/2020,2020,12999,51,69,Manual,Petrol,"4,1 l/100 km",- (g/km),22646.0,1.0 GSE N3 Hybrid Lounge
29857,bmw,BMW 535,white,04/2011,2011,16666,220,299,Automatic,Diesel,"6,7 l/100 km",175 g/km,204895.0,535d Gran Turismo Extrem Voll Ausstattung
71222,ford,Ford Fiesta,grey,02/2020,2020,17890,74,101,Automatic,Petrol,"5,5 l/100 km",122 g/km,19106.0,1.0 4-türigt Aut./Navi/Alu/Sitzh./ACC/B&O
52458,ferrari,Ferrari F8 Tributo,red,02/2021,2021,299900,530,721,Automatic,Petrol,,- (g/km),2300.0,**VOLL CARBON*CARBON-SITZE*LIFT**
88345,kia,Kia Sorento,black,07/2015,2015,19990,147,200,Manual,Diesel,"6,1 l/100 km",161 g/km,101000.0,2.2D AWD Spirit+AHK+Leder+Navi
82363,hyundai,Hyundai KONA,white,03/2021,2021,27190,100,136,Automatic,Electric,,0 g/km,24083.0,EV 100 KW STYLE NAVI LED HEAD UP PDC BT USB
65349,ford,Ford Kuga,grey,03/2017,2017,22900,110,150,Manual,Petrol,"6,3 l/100 km",145 g/km,39000.0,1.5 EcoBoost 2x4 Cool & Connect
59649,ford,Ford Focus,grey,03/2010,2010,4000,66,90,Manual,Diesel,"4,5 l/100 km",- (g/km),240000.0,Focus Turnier 1.6 TDCi DPF Ambiente
44952,citroen,Citroen Berlingo,grey,06/2018,2018,24500,88,120,Manual,Diesel,,0 g/km,30111.0,VOLLAUSSTATTUNG/BEHINDERTENGERECHT/RAMPE
39525,bmw,BMW X1,silver,04/2019,2019,28296,141,192,Automatic,Petrol,6 l/100 km,136 g/km,14554.0,sDrive20i Advantage LED Navi Tempomat Shz
13935,audi,Audi A4 allroad,black,11/2017,2017,29480,200,272,Automatic,Diesel,"5,5 l/100 km",146 g/km,110286.0,quattro 3.0 | AHK | PANO | S-SITZE |
93780,lamborghini,Lamborghini Aventador,black,11/2020,2020,749999,566,770,Automatic,Petrol,"17,9 l/100 km",486 g/km,3348.0,SVJ Roadster*CARBON*SCHALE*KAMERA*LIFT
89884,kia,Kia Sportage,white,07/2018,2018,19479,130,177,Manual,Petrol,,0 g/km,96525.0,1.6T GT-Line Navi Panoramadach 19 Zoll Leder Kamer
81143,hyundai,Hyundai TUCSON,silver,06/2019,2019,24970,130,177,Automatic,Petrol,"7,6 l/100 km",180 g/km,68210.0,1.6 T-GDI 7-DCT 4WD Premium ASCC Navi 360
95799,land-rover,Land Rover Range Rover,white,02/2019,2019,94850,386,525,Automatic,Petrol,"12,7 l/100 km",289 g/km,97500.0,RANGE ROVER P525 Autobiography | Black-Paket
89404,kia,Kia Stonic,grey,10/2018,2018,14450,73,99,Manual,Petrol,"5,5 l/100 km",125 g/km,45100.0,"1,0 Vision App-Connect SHZ Klimaautomatik"
55223,fiat,Fiat 500,grey,10/2020,2020,15950,51,69,Automatic,Petrol,"5,2 l/100 km",120 g/km,13376.0,1.2 Lounge Dualogic Navi PDC NSW Regensensor
73645,ford,Ford Transit Custom,white,04/2021,2021,61700,136,185,Automatic,Diesel,,- (g/km),30070.0,Nugget L1
66293,ford,Ford Mondeo,silver,07/2017,2017,7600,110,150,Manual,Diesel,"4,4 l/100 km",112 g/km,291000.0,Trend Business  (CNG)
65539,ford,Ford Kuga,grey,10/2017,2017,14499,88,120,Automatic,Diesel,"4,8 l/100 km",124 g/km,148200.0,1.5 TDCI Aut. Cool&Connect NAVI+GRA+PDC
28110,bmw,BMW 118,brown,06/2010,2010,5900,105,143,Manual,Diesel,"4,5 l/100 km",119 g/km,278040.0,Baureihe 1 Lim. 118d
41928,bmw,BMW M4,white,05/2021,2021,75990,375,510,Automatic,Petrol,"10,2 l/100 km",234 g/km,73736.0,Comp Innovation Laser HK HUD 360  Memory
86546,jeep,Jeep Renegade,black,06/2019,2019,24890,111,151,Automatic,Petrol,"6,2 l/100 km",140 g/km,47500.0,1.3 Automatik Leder LED Schiebedach Kamera Navi
82585,hyundai,Hyundai i30,grey,06/2022,2022,21788,88,120,Manual,Petrol,"5,9 l/100 km",121 g/km,1200.0,Kombi 1.0 T-GDI 120 LED SHZ Kam PDC NSW
38603,bmw,BMW 120,orange,11/2018,2018,18849,140,190,Automatic,Diesel,"4,5 l/100 km",120 g/km,38428.0,d M SPORTPAKET+AUTOMATIK+ANHÄNGERKUPPLUNG LED
91657,kia,Kia Ceed / cee'd,silver,07/2021,2021,23400,74,101,Manual,Petrol,"5,2 l/100 km",118 g/km,3500.0,1.0 T-GDI OPF Edition 7  EMOTION-PAKET Sitzheizung
62786,ford,Ford F 150,grey,04/2015,2015,39999,268,364,Automatic,Petrol,,- (g/km),99000.0,*RAPTOR*UNIKAT*12x22*5.0 V8*12x22 Zoll*
84340,isuzu,Isuzu D-Max,white,09/2017,2017,24890,,,Manual,Diesel,,- (g/km),58500.0,DoubleCAB Kamera/Bluetooth/Xenon/Sitzheiz.
39874,bmw,BMW Z4,white,04/2019,2019,38680,145,197,Automatic,Petrol,6 l/100 km,136 g/km,40700.0,sDrive20i Sport Line LC Prof. HUD H/K Komfzg.
78468,hyundai,Hyundai i20,silver,03/2015,2015,9490,55,75,Manual,Petrol,"4,8 l/100 km",114 g/km,39420.0,Classic Klima 1HAND Scheckheft
31631,bmw,BMW 520,black,10/2013,2013,15799,135,184,Automatic,Diesel,"4,9 l/100 km",- (g/km),172000.0,520d Touring Aut.
14952,audi,Audi A6,grey,05/2018,2018,42890,240,326,Automatic,Diesel,"5,8 l/100 km",154 g/km,39200.0,"Li 3.0 TDI S Line Competition Matrix 20"""
39331,bmw,BMW X3 M,black,05/2019,2019,42490,240,326,Automatic,Diesel,"6,4 l/100 km",169 g/km,65000.0,M40 d xDrive *20Zoll*M-Technic*DriveAsisst*LED*
48587,dacia,Dacia Duster,blue,01/2018,2018,13688,84,114,Manual,Petrol,"6,4 l/100 km",145 g/km,25442.0,1.6 SCe 115 Nav Klima NSW
83594,hyundai,Hyundai KONA,red,01/2023,2023,21690,88,120,Manual,Petrol,"5,3 l/100 km",122 g/km,2999.0,Sondermodell Edition 30inkl.Winter-Paket! Klima
41487,bmw,BMW X4,grey,07/2021,2021,44480,210,286,Automatic,Diesel,"5,6 l/100 km",146 g/km,92400.0,"xLine CockpProf HeadUp 21"" Pano LED+ DisplayK"
39627,bmw,BMW 530,silver,11/2019,2019,41999,185,252,Automatic,Hybrid,"1,8 l/100 km",41 g/km,14264.0,e iPerformance LED ACC Head-Up 360° Leder uvm.
87894,kia,Kia Ceed / cee'd,silver,03/2012,2012,8950,66,90,Manual,Petrol,"5,8 l/100 km",137 g/km,60000.0,( 1. HAND! )
26303,bmw,BMW X3,black,10/2007,2007,8990,210,286,Automatic,Diesel,"7,8 l/100 km",207 g/km,237990.0,3.0sd M-Paket*Navi*AHK*SHZ*PDC
67403,ford,Ford Fiesta,red,01/2018,2018,13390,63,86,Manual,Diesel,"3,5 l/100 km",91 g/km,34500.0,1.5 TDCi COOL&CONNECT +LED
98084,mazda,Mazda 6,white,12/2011,2011,12999,120,163,Manual,Diesel,"5,4 l/100 km",143 g/km,210000.0,2.2 CRDT Sports-Line (5-trg.)(120kW) Lim. (GH)
95601,land-rover,Land Rover Range Rover Sport,black,12/2019,2019,76750,225,306,Automatic,Diesel,"9,4 l/100 km",248 g/km,73100.0,SDV6 Autobiography Dynamic/22''
5019,audi,Audi A4,black,09/2010,2010,8000,130,177,Manual,Petrol,"6,6 l/100 km",- (g/km),251500.0,A4 Avant 2.0 TFSI S line Sportpaket (plus)
5223,audi,Audi Q5,white,12/2010,2010,19950,125,170,Automatic,Diesel,"6,8 l/100 km",179 g/km,143300.0,-2.0 TDI quattro (125kW)Automatik neu Bremsen
15780,audi,Audi Q2,black,12/2018,2018,18900,110,150,Manual,Petrol,"5,8 l/100 km",130 g/km,106706.0,35 TFSI Sport virtual cockpit Navi LED Kam
45556,citroen,Citroen Spacetourer,black,05/2019,2019,38989,132,179,Automatic,Diesel,"5,5 l/100 km",145 g/km,24000.0,Business M (L2) |HUD|Navi|AHK|6Sitz
12896,audi,Audi A5,blue,09/2017,2017,25799,185,252,Automatic,Petrol,"6,3 l/100 km",144 g/km,87000.0,2.0 TFSI Coupe Aut. LED~KAMERA~LEDER BRAUN~
34304,bmw,BMW 520,blue,10/2016,2016,22899,140,190,Automatic,Diesel,"4,5 l/100 km",119 g/km,87100.0,Baureihe 5 Lim. 520d Navi Bi-Xenon Acc Bsa
93322,kia,Kia XCeed,white,06/2023,2023,34990,100,136,Automatic,Diesel,"4,9 l/100 km",129 g/km,15.0,XCEED 1.6 CRDI DCT7 48V SPIRIT MJ23 XCLUSIVE
5324,audi,Audi A4,blue,07/2011,2011,7800,88,120,Manual,Diesel,"5,1 l/100 km",135 g/km,230000.0,"Avant 2,0 TDI Attraction*Alcantara*AHK*Alu"
52925,fiat,Fiat Ducato,black,10/2010,2010,39500,107,145,Manual,Diesel,,- (g/km),76295.0,Maxi L2 DPF 251.AC8.0 +288
62864,ford,Ford Mondeo,grey,02/2015,2015,12600,110,150,Automatic,Diesel,"4,9 l/100 km",126 g/km,228900.0,Titanium
8018,audi,Audi A1,black,08/2013,2013,11900,63,86,Manual,Petrol,"5,1 l/100 km",121 g/km,135000.0,Sportback*Exterieur-Paket S line*
82944,hyundai,Hyundai i30,silver,08/2022,2022,19950,88,120,Manual,Hybrid,"4,4 l/100 km",102 g/km,11845.0,Kombi 1.0 T-GDI 48V-Hybrid Select
90376,kia,Kia Sportage,black,09/2019,2019,24490,130,177,Manual,Petrol,"8,1 l/100 km",184 g/km,49990.0,GT-Line 2WD 1.6 T-GDI AHK/Leder/Pano
41720,bmw,BMW 320,black,09/2021,2021,32990,140,190,Automatic,Diesel,"4,5 l/100 km",118 g/km,43100.0,d Sport Line Touring LED NAVI
866,alfa-romeo,Alfa Romeo Giulia,grey,09/2020,2020,33950,206,280,Automatic,Petrol,,- (g/km),18291.0,2.0 Turbo VeloceTi/LED/KAMERA/SHZ/LHZ/R19
98443,mazda,Mazda CX-5,white,06/2015,2015,17150,129,175,Automatic,Diesel,"5,5 l/100 km",144 g/km,115000.0,Sports-Line AWD - Rückfahr-Kamera-FINANZIERUNG
83039,hyundai,Hyundai i10,silver,06/2022,2022,13600,49,67,Manual,Petrol,"4,5 l/100 km",104 g/km,23000.0,Select Tempomat Lenkradheizung PDC SHZ
